id_director,name_director,id_film
168442,Peter Lauer,72270
956,Guy Ritchie,22599
1020087,Cordell Barker,81424
591947,Richard Condie,48504
168683,Christopher Smith,173491
2036,Alex Garland,264660
225014,Jukka-Pekka Valkeapää,284306
130311,Paul Middleditch,41558
99436,Chang Cheh,40081
1020087,Cordell Barker,159304
1020087,Cordell Barker,48488
129678,Will Jason,207752
84981,Brian Trenchard-Smith,27805
1168560,Seyyed Reza Mir-Karimi,102851
52172,Sam Newfield,41023
32767,John Byrum,32069
32767,John Byrum,190173
28267,Wolfgang Panzer,12314
11090,Edgar Wright,52996
234817,Shawn Christensen,253254
1172111,Jerzy Rose,208286
1197210,David Turner,212846
134604,Ben Ketai,257874
583285,Monty Banks,38890
931473,Erik Blomberg,84944
143998,Malcolm St. Clair,71098
27923,Pen Tennyson,87060
1467269,Benjamin Fingerhut,63140
1316819,Ryan Murdock,268272
33026,Harold S. Bucquet,3576
120529,Hamilton MacFadden,413669
1270224,Laurent Witz,234862
65452,Mike Leigh,245700
42287,Leslie Zemeckis,224414
1286519,Mark Raso,251232
74653,John Borowski,278772
118343,Eugene Forde,38456
94166,Gordon Wiles,33708
1020854,Mario Piluso,21250
8929,Charles Crichton,37193
257772,João César Monteiro,83228
257772,João César Monteiro,83226
63303,Peter Cornwell,180305
9855,Terence Young,92401
2216,Gary Rydstrom,77887
197,David Silverman,116440
7929,Angus MacLane,82424
71923,Shane Acker,98622
64278,Michael Feifer,89888
81220,Dante Lam,17082
125544,Tim Fywell,273510
125544,Tim Fywell,103081
10249,Volker Schlöndorff,141950
550414,Rose Bosch,93407
24248,Nigel Cole,122843
113500,Philipp Stölzl,52475
77084,Adrian Vitoria,14575
228177,William Kaufman,58626
228177,William Kaufman,20270
130051,Craig Moss,157058
26760,Tsui Hark,41244
97555,Roel Reiné,27310
97555,Roel Reiné,55069
97555,Roel Reiné,151933
97555,Roel Reiné,260063
81397,Rasmus A. Sivertsen,230731
179236,Patrick Archibald,14830
129373,Terry Klassen,77499
474866,Mark Baldo,264646
1216562,Mark Baldo,275287
71852,Paul Sabella,42313
72258,Steve Boyum,12450
233213,Mauri Kunnas,61495
24346,Roy Allen Smith,19164
90864,Charles Grosvenor,19165
90864,Charles Grosvenor,17337
108097,Larry Latham,31473
108097,Larry Latham,27653
5058,Roger Christian,196830
78108,Isaac Florentine,57483
33880,Dick Lowry,42903
33880,Dick Lowry,79365
83985,Scott Wiper,171581
113337,Aleksey Balabanov,56212
113337,Aleksey Balabanov,20994
1323509,Zak Hilditch,199575
210769,Philipp Kadelbach,178446
939330,Chu Yen-ping,17108
87550,Vishal Bhardwaj,280795
53995,Peter Brosens,123366
1245632,Catherine Tatge,97414
41222,Arthur Allan Seidelman,34995
231756,Sandy Tung,72977
64508,Sidney J. Furie,67669
64508,Sidney J. Furie,188102
64508,Sidney J. Furie,41497
558860,David Zellner,244563
229873,Gerardo Olivares,99819
139162,Maximilian Erlenwein,256311
1844,Til Schweiger,130747
128148,Ed Hunt,42542
139847,Alison Ellwood,159140
40506,Ulrich Seidl,103686
92409,Richard Holm,56481
144195,Christoffer Boe,42757
1558,Søren Kragh-Jacobsen,177865
13776,John Frankenheimer,86616
862,George C. Scott,101307
582264,Jens Sjögren,138754
550526,Jeff Prosserman,68197
94180,Charles Reisner,166560
585135,George Nichols Jr.,222731
1373405,Elaine Constantine,297265
229246,Jeff Hare,54625
19172,Donald P. Borchers,25754
22140,Kari Skogland,25752
69331,Ethan Wiley,25751
18384,Joel Soisson,70575
134705,Guy Magar,25753
590989,Ricardo Larraín,45181
39168,Pierre Gaspard-Huit,4956
1100,Arnold Schwarzenegger,55596
130791,John Lyde,149023
560264,Eduardo Mignogna,71114
65304,Franc Roddam,64679
35137,Josiane Balasko,15460
15901,Jonathan Sanger,74974
54839,Eric Red,32079
51679,John Ridley,119213
1086386,Jason Lapeyre,131475
131096,Dennis Dimster,59996
29317,R.G. Springsteen,144471
21002,David Marconi,158426
5629,Freddie Francis,41035
3776,Jean-Luc Godard,39239
3776,Jean-Luc Godard,26298
3776,Jean-Luc Godard,61415
3776,Jean-Luc Godard,65612
13848,Charlie Chaplin,53412
13848,Charlie Chaplin,53406
13848,Charlie Chaplin,53387
257772,João César Monteiro,244838
257772,João César Monteiro,244836
257772,João César Monteiro,154188
257772,João César Monteiro,253959
257772,João César Monteiro,199336
1248061,David Munro,293028
1295443,Alan Lowery,256679
49555,Petter Næss,12076
78053,Edwin L. Marin,55472
130325,Lesley Selander,51649
57363,Colette Burson,25896
225893,Niall MacCormick,172008
1183990,Egidio Coccimiglio,201847
1285938,Nicholas Kalikow,250608
80570,Walter Lang,69204
75699,Lisa Cholodenko,289314
68519,Andrey Zvyagintsev,265180
125074,Shin Yeon-shick,147533
57632,Uberto Pasolini,216156
1,George Lucas,140979
9956,Chris Marker,57563
5345,Bennett Miller,87492
16040,Bill Brame,80680
605443,Shiro Toyoda,68715
2662,Frank Capra,122047
554948,Chao-Bin Su,44092
108049,Valeriya Gay Germanika,31418
15378,Carol Reed,63069
114337,George Fitzmaurice,53853
99346,Stephen Roberts,196802
909996,Sadao Yamanaka,112501
89632,William K. Howard,31879
81165,Archie Mayo,106635
145833,Marion Gering,81113
21311,Wesley Ruggles,97193
32427,W.S. Van Dyke,43863
59998,Greg McLean,199534
14674,George Cukor,95874
74878,Tay Garnett,82239
14860,Victor Saville,90523
59958,Jamie Blanks,14459
32134,Charles Vidor,41234
105477,Bernard Vorhaus,87925
236861,James Rabbitts,57749
69987,Jérôme Salle,185567
11435,Howard Hawks,140276
97567,Graham Cutts,27341
561061,Neil Nightingale,77951
145169,Martyn Pick,52010
80672,Peggy Holmes,75258
111736,Klay Hall,25475
15868,Uli Edel,50114
126855,Pavel Lungin,99785
126855,Pavel Lungin,41545
126855,Pavel Lungin,41842
45279,Albert Zugsmith,59101
40054,Andrew L. Stone,85518
77101,Edward Buzzell,292498
90375,Christy Cabanne,63787
71732,Peter Masterson,71034
44740,Richard Shepard,91580
17208,Danny Lerner,50119
90223,Greg MacGillivray,17699
63462,Christopher Duddy,14666
12300,Fred M. Wilcox,61856
115677,Coky Giedroyc,36597
1037977,Timothy Armstrong,105528
87670,Keith Truesdell,57573
21479,Andrew Stevens,160019
84074,Jay Karas,134688
80172,Marty Callner,15501
71339,Rick Bieber,18434
117486,James K. Jones,16080
1122782,Jorge Sanjinés,232866
16294,Jonathan Demme,89602
16767,Aki Kaurismäki,74295
236362,Alain Tanner,101330
33008,Menahem Golan,109809
148601,Don Weis,59838
21386,Guy Manos,2089
27005,Don Michael Paul,290729
11864,Ryan Phillippe,293633
1081524,Frans Zwartjes,152943
5369,George C. Wolfe,290542
14773,Don Siegel,35917
3632,Richard Brooks,52364
41587,Armyan Bernstein,57738
90817,Jeffrey Gerritsen,24091
83403,Malik Bader,183662
70862,Richard Thorpe,72103
5029,Robert Siodmak,20362
995407,Eduardo Rodríguez,173761
77947,Michael Schroeder,25391
72543,Sam Firstenberg,64160
127537,Yossi Wein,64161
87671,John Moffitt,64372
87673,Beth McCarthy-Miller,31775
1037977,Timothy Armstrong,255476
44134,Allan Eastman,253899
29321,Terry O. Morse,38470
93078,Kôhei Oguri,125257
37948,Brad Anderson,207933
142514,Pavel Bardin,49585
225702,Darko Mitrevski,136743
233660,Hiroshi Shimizu,238203
239551,Nobuo Nakagawa,107413
1188218,Krisztina Deák,205819
1273262,Zaza Urushadze,238628
1302549,Susanna Fogel,260001
929616,Marina Rice Bader,286817
83199,Tokuzô Tanaka,57875
84981,Brian Trenchard-Smith,256092
239213,Tai Katô,198225
1238131,Amy Schatz,248870
106242,Nick Zedd,183108
122969,Edward Sedgwick,61525
4109,Michael Curtiz,156317
1123200,Santiago Álvarez,145762
1084410,Robert Child,127375
13953,Edward F. Cline,148326
89575,Marcos Carnevale,222772
6603,Jack Cardiff,25553
240150,Derek Yee Tung-Sing,107682
21305,Lloyd Bacon,180427
916958,Liza Johnson,209271
14855,Frank Borzage,195068
147001,Enzo D'Alò,52989
110922,Donald Wrye,33570
37597,Charlie Stratton,172226
12011,William Castle,91343
73962,Kristine Peterson,40661
84034,Clarence Brown,188066
143561,Sam Taylor,156356
1265909,Chelsea McMullan,230743
4964,Hal Ashby,85910
1338623,Katarina Peters,290862
935102,Marco Berger,199851
305750,Patrik-Ian Polk,112735
147540,Jade Castro,96239
1086430,Michael Mayer,128154
1167724,Gary Alazraki,180147
126768,Manuel Carballo,227094
1057496,Sophie Hyde,244801
1114256,Raúl Fuentes,141152
93592,Jérôme Deschamps,25353
1174121,Fabien Garcia,193223
124695,David Jung,272692
147531,Steffen Haars,79723
1255962,Dimitar Mitovski,50400
51073,Gustav Ucicky,258070
729,Lonny Price,76424
70565,Kurt Neumann,68097
84034,Clarence Brown,264309
25630,Jack Clayton,2516
33008,Menahem Golan,251260
9607,Grigori Aleksandrov,87799
80999,Fyodor Bondarchuk,203793
77362,Sheldon Wilson,226948
1211991,Joel Surnow,249266
21305,Lloyd Bacon,130813
114454,BJ Davis,35632
64114,Edward Dmytryk,44888
53657,Pasquale Festa Campanile,11813
11593,Rudolph Maté,43453
101899,Walter Grauman,194393
13953,Edward F. Cline,99258
102429,Roger Corman,29032
151399,Harvey Hart,280134
12011,William Castle,28668
82800,Norman Taurog,56154
77101,Edward Buzzell,108852
145605,Harry Beaumont,154515
69392,Charles Walters,43193
558678,Giuseppe de Liguoro,70512
1171142,Sean Meredith,73103
29907,Phil Karlson,38471
87670,Keith Truesdell,73997
96983,Jerry Thorpe,27105
52358,Boaz Yakin,30302
161229,Ralph Levy,45256
41406,Stuart Margolin,57789
232672,Douglas Schulze,61233
56349,Victor Salva,257093
1050751,Luis Trenker,263915
1149217,Stephan Lacant,167581
1666682,Lina Plioplyte,258358
26134,Roy Ward Baker,30855
76927,Tommy Wirkola,241842
58868,Troy Miller,32182
939452,Terry Miles,109500
938248,Adrian Rudomin,16432
85547,Mark Malone,20053
91789,Sidney Salkow,47553
938678,Muscha,90652
30956,Jesús Franco,28768
73962,Kristine Peterson,85162
1114201,Roberta Findlay,78522
544130,Jen Soska,65214
100793,Reginald Le Borg,64075
82678,Harry Lachman,38460
225211,John Dunson,56929
80704,Shintarô Katsu,40644
610747,Prakash Mehra,103236
154631,Noel Nosseck,85651
4109,Michael Curtiz,34623
6603,Jack Cardiff,130474
9607,Grigori Aleksandrov,37133
80999,Fyodor Bondarchuk,18122
207494,Arne Feldhusen,240510
1012319,Giddens Ko,84111
135604,Kathrine Windfeld,82450
1062347,Frederikke Aspöck,103972
1190073,S.J. Evans,207263
9607,Grigori Aleksandrov,37128
55637,Brian Hooks,15476
31439,Bryan Forbes,69065
585784,Brett Pierce,77067
117841,Kirsten Johnson,117007
17380,Jay Chou,20342
85337,Te-Sheng Wei,98344
1384678,Chris Tasara,273922
939364,Curt Hahn,91316
113507,Harold Clurman,34650
68167,Gil Cates Jr.,11115
33064,Henry Koster,42734
96403,Charles Martin,62804
82627,Roy Knyrim,22515
148571,Robert Emmett Tansey,209367
94045,Bill Corcoran,25646
14139,Anthony B. Richmond,202744
22676,Ole Bornedal,16639
1036084,Omid Nooshin,104329
24577,Lionel Chetwynd,73091
567559,Kurt Engfehr,291155
1011,Susanne Bier,164251
233343,Tonino Cervi,88486
101528,Don Sharp,197489
101528,Don Sharp,59159
101528,Don Sharp,84352
77965,Morten Tyldum,205596
4762,Paul Thomas Anderson,171274
48276,Giulio Ricciarelli,287495
77319,Jacob Cheung Chi-Leung,14808
585040,Hu Mei,34182
1186076,Philippe Lacheau,262551
101528,Don Sharp,38125
101528,Don Sharp,28778
101528,Don Sharp,30972
101528,Don Sharp,83519
3905,William H. Macy,244403
228432,Edward McHenry,58760
591546,Elias Koskimies,81347
10943,Francis Lawrence,131631
101528,Don Sharp,48135
52968,Russell Mulcahy,28019
125403,Marcell Jankovics,41077
225306,Jannik Hastrup,36132
102511,Attila Dargay,28967
19942,Ronit Elkabetz,270403
12219,Jon Stewart,222649
109829,Nick Rosen,294959
1236560,Michael Kirk,273334
1374315,Isaac Feder,295315
23951,Raffaele Mertes,58433
130750,Peter Askin,288281
115174,Daniel Ribeiro,237791
146413,Danny Mooney ,140222
69982,Jeff Bleckner,188538
212080,Ruben Alves,186161
236644,Augusto Genina,56178
84034,Clarence Brown,77412
81165,Archie Mayo,121020
14643,William A. Wellman,33001
32133,Charles Brabin,20675
4109,Michael Curtiz,43075
1058272,John G. Adolfi,114302
578,Ridley Scott,147441
23799,Uwe Boll,46217
23799,Uwe Boll,60479
468,Stephen Daldry,206563
17208,Danny Lerner,39298
591600,Damián Szifrón,265195
81495,Keiichi Hara,17234
80577,Tomek Baginski,298077
1138632,Timothy Reckart,157305
131564,Yasuhiro Yoshiura,212167
126137,Stephanie Soechtig,250657
82505,Gordon Hessler,55152
228278,Seong-kang Lee,58700
583901,Michel Mardore,78399
234575,Giulio Questi,143451
106242,Nick Zedd,183111
106242,Nick Zedd,183113
106242,Nick Zedd,183119
89914,Elliott Nugent,90978
117773,S. Sylvan Simon,52853
67426,William Keighley,72638
1267385,Ray William Johnson,232100
142254,Phil Victor,49431
40905,Niki List,9742
13594,Joseph Barbera,17009
1149661,Hernán Goldfrid,167963
41040,Tony Gatlif,57106
2589,Terry George,165477
1119100,Richard Kern,143453
115128,Bo Burnham,244001
937659,Judd Ehrlich,203179
106242,Nick Zedd,183127
1184706,Anna Odell,202573
20658,Naomi Kawase,162406
20658,Naomi Kawase,162437
85203,Damian Lee,21811
20658,Naomi Kawase,162442
20658,Naomi Kawase,162435
933308,Damian Nenow,86532
128148,Ed Hunt,55538
152315,Rich Correll,22585
126180,David Alexanian,203766
7395,Bobby Farrelly,100042
1276675,Nancy Florence Savard,233423
106327,Stefano Bessoni,30449
12011,William Castle,128606
1189506,Peter Glanz,206821
30129,George Waggner,55308
92561,Nick Broomfield,289575
1347527,Laura Nix,284246
213549,Rebecca Cammisa,103528
80261,Robin Hardy,79544
1470933,Steven Williford,79475
74661,Víctor García,258086
68682,Boris Sagal,184061
16852,Karen Leigh Hopkins,261037
1232064,Casper Kelly,301566
82678,Harry Lachman,38459
112746,Philippe Caland,80920
229568,Lisa Azuelos,256913
76965,Jon S. Baird,14524
78725,Agnès Merlet,15741
1059571,Justin Simien,114750
74724,Stian Kristiansen,13617
56470,Javier Fesser,17893
1045533,Juan López Moctezuma,40074
64901,Gordon Chan,17808
5065,David Frankel,209361
87926,Michael John Warren,15199
111414,Charles Burmeister,14142
67259,Ching Siu-Tung,14539
303064,Megan Griffiths,214096
89150,Anurag Singh,22609
28672,Kambuzia Partovi,43768
1581912,Tom Dolby,288691
103008,Cherien Dabis,157380
94208,Vincent Bal,128142
149880,Serge Bozon,190870
108072,Ruba Nadda,285843
1195431,Maxine Trump,211411
237715,Geethu Mohandas,248211
933007,Gary King,139930
1148218,Jesse Quinones,166627
1069788,Andrew Putschoegl,268174
641437,Alex Smith,157045
76998,James Marsh,266856
1115959,Sean Mullin,272602
85357,Christian Charles,182349
1076027,Sharon Lockhart,149940
74887,Christophe Van Rompaey,13646
37360,Henry Hathaway,56152
37360,Henry Hathaway,66707
84641,Lewis Seiler,64928
1491168,James Payne,282848
1270,Charles Martin Smith,227735
2000,Lewis Milestone,158439
974548,Juan Bustillo Oro,69060
7409,J.B. Rogers,100416
183541,Neil Jones,200044
52038,Thomas Carter,232679
88800,Mohit Suri,192558
930706,Rodney Ascher,193726
1263342,Oliver Hockenhull,228813
88228,Rocco DeVilliers,20789
82169,Geoffrey Haley,17175
96948,James Bolton,40925
52169,Pieter Kuijpers,7267
89956,Rasmus Heide,15149
73391,Frédéric Berthe,204768
31119,Sylvain White,201759
1184335,Jean-Marc Rudnicki,202215
4387,François Ozon,283726
125037,Tonie Marshall,289153
73282,Paddy Breathnach,15011
61985,Olivier Baroux,295087
75881,Randall Cole,13835
225814,Mikkel Brænne Sandemose,140818
67716,Philippe Haïm,18940
77367,George Bessudo,14866
736,Menno Meyjes,45127
123970,Gábor Herendi,17780
57898,William Malone,19222
18090,Axel Sand,17143
81355,Yukihiko Tsutsumi,36683
78336,Nick Vallelonga,15542
1287732,Feng Xiaogang,18232
1308004,Orlando von Einsiedel,263614
230094,Eben McGarr,23515
62047,Gary Trousdale,10258
14054,Philip D'Antoni,32080
96323,Marcel Sarmiento,267806
22020,Barbara Kopple,159153
55785,Shunji Iwai,72933
131321,Thomas Balmès,250833
16812,Cyrill Boss,136459
60045,Eric Bross,48186
100296,Peter Sasdy,29596
108987,William A. Seiter,98404
5714,Carlos Saldanha,17963
1288707,Zachary Wigon,253256
1154561,Kevin Kolsch,254194
239412,Aram Avakian,151679
144476,Hiromasa Yonebayashi,242828
45996,Ryûhei Kitamura,241868
93991,Soi Cheang,119892
96676,Tomm Moore,110416
83923,Seiji Mizushima,304023
20310,Takashi Shimizu,252391
1117467,Marek Polgar,142507
32513,Hélène Fillières,155890
1124549,Antti Haikala,137769
45836,Richard L. Fox,241771
98199,Jerry Schatzberg,54658
41159,Ferdinando Baldi,90816
50739,Enzo G. Castellari,40383
1140570,Jérôme Enrico,159121
6159,Ron Howard,205775
18565,Michel Audiard,55317
61985,Olivier Baroux,66129
64205,Alexandre Arcady,45368
137143,Law Wing-cheong,105001
568060,Karin Fahlén,228445
590770,Justin Donnelly,80957
110557,Raymond Jafelice,33838
14473,Rupert Julian,114324
89602,Roscoe 'Fatty' Arbuckle,141868
70008,Mel Damski,101135
37626,Patrice Leconte,214081
19142,Kenneth Johnson,24047
19142,Kenneth Johnson,77348
19142,Kenneth Johnson,81244
19142,Kenneth Johnson,50291
1265981,Nagraj Manjule,230846
15389,Louis Malle,87235
35770,Yash Chopra,22460
66250,James Larkin,221240
39189,Stephen Merchant,303623
971550,Irina Poplavskaya,148430
1014558,Clare Beavan,80787
1044255,Alex Ross Perry,251736
6844,Dom DeLuise,99977
78021,Lloyd Kaufman,61644
46325,Jingle Ma,79151
1024227,Jacob Hatley,100292
589740,Sang-woo Kim,52444
930707,Colin Trevorrow,135397
92012,Jennifer Baichwal,215032
220691,Laura Poitras,293310
1133064,Pascal Lahmani,117678
47826,Alexandre Astier,129966
1178439,Martin Le Gall,198130
237066,Didier Le Pêcheur,46473
229568,Lisa Azuelos,21861
47826,Alexandre Astier,170522
584806,Lisa Aschan,78646
1306608,Adam Robitel,297608
130106,Melissa Painter,73452
1115973,Eric Hurt,158967
1285792,Michael Rossato-Bennett,250643
991853,David Rodriguez,294600
18834,Giuseppe Colizzi,41608
56506,William Dear,42332
60663,Ricky Blitt,294538
26875,Hideo Nakata,63484
132360,Wanuri Kahiu,45167
1844,Til Schweiger,9510
104051,Michael Campus,13610
239892,Maria Sole Tognazzi,184992
1198180,Guilherme Fiúza Zenha,254435
1139243,Kim Kwang-sik,43212
30310,James Hawes,16877
74619,Sean Anders,227159
53782,Jean-Pierre Gorin,83451
92287,Alex Craig Mann,139715
40199,Anthony Mann,34651
100793,Reginald Le Borg,29060
26775,Liu Chia-Liang,50571
20024,Amos Gitai,17925
583988,Trent Harris,44131
89226,William Nigh,136525
21598,Ralph Thomas,68340
21598,Ralph Thomas,68337
21598,Ralph Thomas,68242
14281,Alan Crosland,89059
24683,Jacques Weber,237796
254222,Robert Hammer,40102
82800,Norman Taurog,143092
69392,Charles Walters,109441
169334,Elise Robertson,84742
44809,John Paragon,88107
1163129,Harold Guskin,180607
37360,Henry Hathaway,164073
88077,Alex Zamm,19273
99362,Craig Shapiro,27996
1503,Willis Goldbeck,183190
113889,Paolo Barzman,35801
49214,William Dieterle,235679
58656,Doug Lefler,10473
18907,Richard Quine,34652
135931,Brendan Cowles,46302
62209,Michael Philip,21791
26775,Liu Chia-Liang,66018
10146,Jacques Tourneur,120785
69392,Charles Walters,43343
549035,Aleksandr Mitta,72892
6778,John Guillermin,94201
995407,Eduardo Rodríguez,102629
37633,Jean Becker,58058
1113453,Terracino,140814
84829,Will Geiger,19554
54644,Joel Zwick,37641
83198,Allan Arkush,45120
94880,Irving Reis,33111
82579,Kevin Tenney,133831
1056732,Joe O'Brien,63273
26775,Liu Chia-Liang,22124
583988,Trent Harris,161422
9054,Mervyn LeRoy,121250
40184,Philip Leacock,116385
18024,John Hay,81182
118343,Eugene Forde,121992
47924,Carl Schenkel,6110
102601,Hal Walker,96433
37710,Peter Hyams,238589
11431,Ford Beebe,171594
530073,Jose Montesinos,76815
68212,Carroll Ballard,71316
95568,Peter Watkins,155130
66124,Paul Wheeler,238185
57359,Neal Israel,31462
1063051,Leticia Jorge,167935
97774,Alfred E. Green,78327
99325,Stuart Walker,81110
939147, Yeon Sang-Ho,211247
10146,Jacques Tourneur,27446
13294,Gene Kelly,134355
37360,Henry Hathaway,111750
80727,Frank Tuttle,81038
78336,Nick Vallelonga,146946
1153925,Pawan Kumar,219343
120943,Jacob Young,38636
583851,Éléonore Pourriat,254582
1082911,Paul Sharits,163068
43553,Jerzy Skolimowski,49467
35208,Coline Serreau,25518
18863,Eric Darnell,270946
79872,Andrew Kötting,75364
1314929,Tony Shaff,267355
86378,Alfredo De Villa,299618
24173,Mike Binder,253331
43553,Jerzy Skolimowski,296136
208527,Yann Demange,252178
220368,Deborah Perkin,259610
934,Russell Crowe,256917
239637,Jérôme Bonnell,173912
119498,Joann Sfar,75491
1322136,Ron Mann,278086
82335,Richard Glatzer,284293
84425,Eric Toledano,40192
49903,Tim Hill,300441
101666,Paul King,116149
1187344,Boris Kunz,204965
1599534,Thomas Russell,135714
2150,Kevin Greutert,203834
1179066,Wes Ball,294254
930009,Christina Voros,159100
961616,Stevie Long,302496
1371187,Des Doyle,147778
2662,Frank Capra,99922
121256,Mauritz Stiller,28526
1066135,Dom Rotheroe,89280
44866,Edwin S. Porter,193411
996681,Tyron Montgomery,93114
590928,Paul McEvoy,284995
138140,George Schaefer,150338
141744,Jody Shapiro,212843
87055,Karen Disher,79218
94208,Vincent Bal,105770
91186,Douglas Tirola,169860
1390429,Paul Katis,306650
235136,Erez Tadmor,35856
1001384,Onur Tukel,265449
96486,John Harlow,92459
261224,Brian Desmond Hurst,137357
35318,Ken Annakin,100257
27920,Charles Frend,43450
106629,David MacDonald,157283
27920,Charles Frend,80031
238954,Marc Allégret,181876
29504,Basil Dearden,27917
10146,Jacques Tourneur,69784
145870,Frank Ross,123432
35318,Ken Annakin,27884
35318,Ken Annakin,64851
21598,Ralph Thomas,28909
21598,Ralph Thomas,68339
18669,J. Lee Thompson,252721
21598,Ralph Thomas,40953
30252,Albert Lewin,191186
32919,Anthony Asquith,27261
21598,Ralph Thomas,185546
35318,Ken Annakin,171075
605481,Serge Bourguignon,82966
1067301,Michael Cort,118337
20659,Marjane Satrapi,244458
93406,Elem Klimov,20886
93406,Elem Klimov,185057
93406,Elem Klimov,67869
93406,Elem Klimov,139169
12009,Anthony Harvey,131194
105802,Doug Pray,230836
63589,Debbie Isitt,139380
125978,Natalia Smirnoff,41272
1827779,Shannon Hartman,84154
1181315,Paul Leyden,276922
583175,Jeong Yong-ki,257296
557372,Turner Clay,136476
1297483,Ben Cookson,257442
21506,George Sidney,96846
96001,John Kent Harrison,240820
132308,Jeff Chan,289416
1163048,Manuel von Stürler,99879
235417,Karen Shakhnazarov,70966
85561,Michael Goguen,20077
40184,Philip Leacock,171308
40184,Philip Leacock,86236
56033,Enzo Barboni,11616
99325,Stuart Walker,170582
40184,Philip Leacock,266108
76936,Yojiro Takita,163870
1144118,Nadav Schirman,250798
33405,Gillies MacKinnon,277846
1342445,Keegan Kuhn,282297
1169736,Rob Bruce,123581
65608,Leon Gast,253295
938919,Stuart Simpson,262088
101767,Robert Butler,189133
151399,Harvey Hart,146916
151399,Harvey Hart,198171
151399,Harvey Hart,173805
121760,David Beaird,38986
531737,Yoon Seong-hyeon,74092
82714,Alan Clarke,307114
1391793,Erik Wernquist,306963
21678,Olivier Assayas,246860
1035,Paul Schrader,297596
58245,Don Coscarelli,100110
49281,Chris Sivertson,210908
80384,Paul Andrew Williams,47259
1076066,Lowell Dean,262840
6220,Gurinder Chadha,42057
1267228,Elliot Goldner,207774
1205467,MJ Dixon,193040
57214,Prachya Pinkaew,82469
147695,Thomas Cappelen Malling,52009
1209675,Jules Bishop,169310
78806,J.T. Petty,123107
17268,Ronny Yu,181009
17268,Ronny Yu,68590
52371,J.S. Cardone,58200
222212,Lola Doillon,57387
21916,Charles Bail,2139
18626,Andy Warhol,151730
971123,Ignatiy Vishnevetsky,171357
63937,Albert Pyun,17135
18626,Andy Warhol,44503
46599,Nick Redman,308792
95568,Peter Watkins,63194
86519,Kareem Mortimer,46760
18357,Peter Hewitt,134375
143725,Mikhail Kozakov,37176
237583,Juan Martínez Moreno,100270
105313,James Mottern,270005
57214,Prachya Pinkaew,110552
582918,Nick Murphy ,136278
123707,John Geddes,86305
175726,Jorge Montesi,17792
1486390,Justin Timpane,74035
270361,Aleksey German,110402
120970,Deborah Stratman,255940
10051,Tobe Hooper,14228
10051,Tobe Hooper,39195
10051,Tobe Hooper,78247
190341,Joe Ahearne,188832
1327125,J.M.R. Luna,305276
224443,Léo Lania,190000
84931,Michael Cuesta,245916
130050,Colin Theys,183412
936896,Marja Pyykkö,241448
1650,François Truffaut,4683
56151,Peter Winther,96011
1129825,Vasili Pronin,150108
40,Orson Welles,48443
1065259,Martín Garrido,39928
583399,Ephraim Kishon,116762
220274,Patrick Meaney,55322
240798,Christina Clausen,65275
1287878,Mami Sunada,252511
608,Hayao Miyazaki,158483
41159,Ferdinando Baldi,23076
123909,Antonio Bido,99261
233343,Tonino Cervi,46570
56742,Bruno Corbucci,124207
14268,Massimo Dallamano,89652
46644,Erwin C. Dietrich,99361
230668,Luciano Ercoli,96477
66039,Damon Santostefano,74018
1013895,Corrado Farina,55689
100419,Mario Gariazzo,104866
32495,Sergio Grieco,3541
264596,Roberto Infascelli,74417
54590,Steve Rash,15261
1063830,Chris Brandt,241953
37583,Nino Manfredi,58702
103112,Stelvio Massi,128555
237402,Emilio Miraglia,42499
120189,Enrico Oldoini,56971
45030,Domenico Paolella,106970
106345,Neri Parenti,42441
120271,Leonardo Pieraccioni,38366
1074446,Pier Francesco Pingitore,121510
571152,Maurizio Pradeaux,105398
5678,Brunello Rondi,28844
31898,Luciano Salce,118802
222778,Vittorio Salerno,145677
39474,Pasquale Squitieri,260893
38595,Michele Massimo Tarantini,105906
32312,Ugo Tognazzi,268662
69038,Carlo Vanzina,48935
50778,Giuseppe Vari,78566
31890,Luigi Zampa,101231
27005,Don Michael Paul,285423
1288729,Tony Mahony,253272
1177381,Linda Yellen,215016
58728,Andrei Konchalovsky,69040
101108,Alberto De Martino,84425
1065698,Norman McLaren,104398
1065698,Norman McLaren,247437
1065698,Norman McLaren,145337
88077,Alex Zamm,289728
76010,Arie Posin,214086
89905,Don Hartman,43441
64114,Edward Dmytryk,212950
548474,Wong Jing,58414
100948,Sergio Bergonzelli,74071
108,Peter Jackson,122917
25558,Don Chaffey,40456
929825,Ava DuVernay,273895
7531,Joseph P. Reidy,227306
17350,Kevin Macdonald,246080
77101,Edward Buzzell,225499
1387614,Tara Hunter,305127
237402,Emilio Miraglia,40130
28898,Michael Radford,60041
99511,Duccio Tessari,112054
99511,Duccio Tessari,18450
99511,Duccio Tessari,93142
99511,Duccio Tessari,96132
99511,Duccio Tessari,29482
99511,Duccio Tessari,102949
99511,Duccio Tessari,105078
99511,Duccio Tessari,98273
99511,Duccio Tessari,63260
99511,Duccio Tessari,56431
99511,Duccio Tessari,283281
99511,Duccio Tessari,103678
81437,Philippe Falardeau,250538
89154,Prabhu Deva,308165
1099836,Tommy Avallone,298445
1487896,Joe Medeiros,240982
100664,Charles F. Haas,241574
13953,Edward F. Cline,118134
586136,Greg Carter,304336
14838,James Bridges,146121
92712,Paul Fenech,15603
